Date,Location,AlertCount,AlertLevel,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
30/01/12,Brisbane,0,-1,22.3,28.2,15.8,2.2,6.3,NE,26,ENE,NE,11,11,83,72,1009.4,1006.7,6,5,25.9,27.6,Yes,No
31/01/12,Brisbane,0,-1,22.3,28.2,15.8,2.2,6.3,NE,27,ENE,NE,11,11,83,72,1009.4,1006.7,6,5,25.9,27.6,Yes,No
01/02/12,Brisbane,0,-1,22.3,28.2,15.8,2.2,6.3,NE,28,ENE,NE,11,11,83,72,1009.4,1006.7,6,5,25.9,27.6,Yes,No
02/02/12,Brisbane,0,-1,22.4,28.4,0.4,7,9.9,E,33,ENE,ENE,17,11,66,60,1006.2,1004.2,6,6,27.1,27.1,No,Yes
03/02/12,Brisbane,0,-1,20.6,28,3.2,8.6,9,NE,24,W,ENE,2,9,78,71,1004.5,1002.4,7,7,25.3,25.3,Yes,No
04/02/12,Brisbane,0,-1,20.3,29.4,0.2,4.4,8.6,ESE,22,SSE,SE,6,9,61,55,1003.8,1001.5,2,6,26.9,28.1,No,No
05/02/12,Brisbane,0,-1,19.9,31.7,0,5.8,11.1,E,24,SW,ENE,4,9,63,54,1003.7,999.5,3,2,26.4,30.3,No,No
06/02/12,Brisbane,0,-1,22.3,34,0,7,11.2,E,22,WNW,E,4,15,68,62,1001.1,998.8,1,5,27.6,30.4,No,No
07/02/12,Brisbane,0,-1,23.3,30.5,0,5,10.6,WSW,31,SE,ENE,6,9,65,65,1004.8,1002.2,4,2,28.6,29.1,No,No
08/02/12,Brisbane,0,-1,21.9,30.6,0,8,10.6,WSW,33,SSE,ENE,4,11,69,62,1006.9,1004.8,5,4,27.5,28.5,No,Yes
02/09/12,Brisbane,15,h,7.3,22.4,0,4.8,11,S,20,SW,NE,6,9,55,36,1024,1019.8,0,1,14.8,20.7,No,No
03/09/12,Brisbane,15,h,8.6,24.6,0,4,10.9,NNE,15,WSW,ENE,4,7,60,40,1023.9,1018.8,0,1,16.5,22.9,No,No
04/09/12,Brisbane,15,h,10.2,24.6,0,4,10.8,NNE,20,WSW,NNE,9,7,62,41,1025.3,1021.1,1,1,16.9,23.6,No,No
05/09/12,Brisbane,15,h,11.1,23.7,0,6.6,10.7,NE,30,SW,NE,4,13,65,43,1024.1,1019,1,1,18.5,22.2,No,No
06/09/12,Brisbane,15,h,14.6,27.3,0,5.8,10.6,NW,33,NW,NNE,11,11,52,49,1019.9,1014.8,1,1,21.5,24.5,No,No
07/09/12,Brisbane,15,h,15.6,27.4,0,6.4,9.6,E,20,NNW,ENE,7,9,56,52,1015.4,1010.2,1,1,22.1,25.4,No,No
08/09/12,Brisbane,15,h,12.1,27.1,0,7.8,11.2,WSW,30,WSW,WNW,11,13,25,16,1018.1,1013.2,0,0,19.1,26.5,No,No
07/10/13,Brisbane,1,h,15.2,34.7,0,5.4,10.5,SE,43,E,ENE,2,9,45,37,1009.6,1004,0,3,26.9,30.8,No,No
29/01/15,Brisbane,1,l,20.4,28.9,0,4.6,11,E,26,SSW,E,7,15,53,58,1008.9,1006.4,5,3,24.8,26.6,No,Yes
30/01/15,Brisbane,1,l,20.2,29,3.8,7.8,11.2,NE,22,NE,NNE,4,9,63,58,1009.9,1006.3,6,2,25.2,28.3,Yes,No
31/01/15,Brisbane,1,l,19.8,31.8,0,7.4,11.4,SSE,33,E,NE,6,13,62,62,1008.2,1003.5,1,2,26.8,29.8,No,Yes
01/02/15,Brisbane,1,l,20.3,34.4,17.2,7.8,12.8,ENE,24,SW,SW,4,7,71,26,1007.6,1003.6,1,1,26.8,34.2,Yes,No
02/02/15,Brisbane,1,l,22.1,29.6,0,5.6,8.8,SSE,43,SSE,ESE,9,17,66,56,1010,1008.5,6,2,26.8,27.9,No,Yes
03/02/15,Brisbane,1,l,20.7,29.6,2.2,7.2,5.7,NA,43,S,SE,6,13,64,52,1012.3,1009.8,7,5,26.8,28.8,Yes,NA
04/02/15,Brisbane,1,l,19.8,28.6,2.2,7.4,9.5,ESE,41,S,ESE,7,17,55,58,1012,1010.7,3,3,25.2,26.1,NA,No
07/10/15,Brisbane,1,l,14.6,28.3,0,6.2,11.4,NE,20,NNE,ENE,4,7,58,48,1027,1024.2,1,0,23.9,27.1,No,No
08/10/15,Brisbane,1,l,17.2,25.7,0,6.4,5.8,SE,39,SE,SE,11,13,59,61,1032,1029.2,6,7,23.3,23.6,No,Yes
09/10/15,Brisbane,1,l,18.5,25.1,5.8,6.6,2.6,ESE,33,SE,E,15,15,73,60,1032.1,1028.7,7,5,20.8,23,Yes,No
10/10/15,Brisbane,1,l,17.2,25.6,0.2,4.6,9.6,E,26,ESE,ENE,13,9,52,48,1029.8,1026.3,5,3,22.6,23.8,No,No
11/10/15,Brisbane,1,l,14.7,25.9,0,7.2,11.3,ENE,26,NNE,NE,6,11,48,48,1026.5,1022.1,3,1,23.1,24.6,No,No
12/10/15,Brisbane,1,l,15.1,27.4,0,7.2,11.4,NE,31,NNW,NE,9,13,51,53,1023.5,1018.3,1,1,23.8,25.6,No,No
13/10/15,Brisbane,1,l,16.6,28,0,7.6,9.1,E,30,NE,NE,6,13,53,65,1020.8,1017.5,1,7,25.3,24.6,No,No
18/11/15,Brisbane,1,l,16.1,28.2,0,7.6,13,N,22,NE,NNE,4,7,53,48,1020.1,1016.5,2,1,24.1,27.4,No,No
19/11/15,Brisbane,1,l,17.2,33.4,0,7,11.9,ENE,22,N,ENE,2,11,54,53,1018,1014.1,0,1,26.8,30.2,No,No
20/11/15,Brisbane,1,l,18.7,30.9,0,8,12.7,NE,26,ENE,NNE,7,11,48,46,1017.5,1014,0,1,30.1,29.9,No,No
21/11/15,Brisbane,1,l,19.9,33.3,0,9.2,12.2,ESE,41,ENE,ENE,6,13,39,54,1015.5,1011.2,0,0,29.6,30.3,No,No
22/11/15,Brisbane,1,l,22.4,28.4,0,9,1.8,SE,31,E,ESE,13,9,71,73,1017.9,1015.1,8,8,24.6,24.5,No,No
23/11/15,Brisbane,1,l,22,29.9,0,3.8,11.6,NE,31,ENE,NE,7,13,59,59,1014.6,1010.7,3,1,27.5,28.4,No,No
24/11/15,Brisbane,1,l,20.2,30.5,0,7.8,11.1,E,24,E,E,6,13,59,62,1014.7,1012.4,3,5,28.1,28.2,No,No
02/12/15,Brisbane,2,l,23.8,27.9,0.4,7.6,0.2,WNW,22,NNW,WNW,6,6,69,75,1016.2,1015.1,7,7,26.6,25.1,No,Yes
03/12/15,Brisbane,2,l,21.2,27.9,2,2,6.9,SE,35,SSW,SSE,7,13,78,42,1020.5,1019.9,7,7,24.1,26.5,Yes,No
04/12/15,Brisbane,2,l,17.3,25.6,0.2,10,4.2,SSE,33,S,SSE,9,11,52,56,1022,1019.8,7,7,23.8,24,No,No
05/12/15,Brisbane,2,l,16.9,28.4,0,5.6,12.7,ESE,33,S,ESE,7,17,51,48,1020.2,1016.9,4,2,25.4,25.8,No,No
06/12/15,Brisbane,2,l,17.5,29.1,0,9,13.1,E,35,ESE,E,6,15,50,42,1018.9,1016.1,3,1,25.9,27.1,No,No
07/12/15,Brisbane,2,l,18,29.8,0,9.6,13.1,ENE,28,ESE,ENE,6,11,55,54,1019.9,1017.6,2,5,27.5,28.4,No,No
08/12/15,Brisbane,2,l,18.3,30.7,0,4,12.8,ENE,26,NE,NE,7,11,51,51,1021.6,1018.5,3,2,28.5,28.8,No,No
23/12/15,Brisbane,1,l,20.8,30.6,0,8.2,12,E,28,ENE,ENE,7,13,49,45,1014.7,1011,6,2,28.2,29.3,No,Yes
24/12/15,Brisbane,1,l,20.8,28.1,3.2,8.8,1.3,SSE,28,SSW,ENE,6,7,63,59,1014.2,1011.9,7,7,26,26.9,Yes,Yes
25/12/15,Brisbane,1,l,19.7,28.4,9.2,4.6,10.3,SE,26,SW,SE,7,13,64,54,1014.1,1011.4,7,6,24.8,27.1,Yes,No
26/12/15,Brisbane,1,l,19,32,0.4,7.2,12.9,N,24,ESE,NE,2,9,57,52,1012.6,1008.8,5,2,26.1,30.4,No,No
27/12/15,Brisbane,1,l,23.6,31.2,0.8,8.8,0.8,SE,26,NNE,ENE,4,4,65,76,1012.7,1010.5,8,8,28.1,27.6,No,No
28/12/15,Brisbane,1,l,20.1,29,0.8,5.8,5.1,SSE,35,SE,SE,13,11,51,56,1017.1,1014.8,6,7,25.6,25.9,No,No
16/07/14,Brisbane,10,m,11.2,22,0.8,2.4,3.2,SSW,11,WSW,NA,2,0,89,83,1020.2,1017.3,7,7,13.6,17.9,No,Yes
17/07/14,Brisbane,10,m,7,22.2,2,1.2,10.2,W,37,NA,WNW,0,15,78,27,1018.6,1014.7,1,0,15,21.2,Yes,No
18/07/14,Brisbane,10,m,7.3,18.7,0.2,6.6,9.9,W,56,W,W,15,22,41,23,1014.8,1011.7,1,0,16.2,17.8,No,No
19/07/14,Brisbane,10,m,6.7,20.3,0,9,10,WSW,28,W,W,11,13,47,23,1019.4,1016.1,0,1,11.8,19.7,No,No
20/07/14,Brisbane,10,m,8.2,23.2,0,5,10.1,W,24,SW,S,6,6,46,33,1021.4,1018.9,6,5,14.4,22.2,No,No
21/07/14,Brisbane,10,m,11,22.2,0,3.8,6.9,ESE,20,WSW,ESE,6,7,70,56,1023.5,1020.1,4,7,15.7,20.3,No,No
22/07/14,Brisbane,3,m,10.5,22.6,0,3.2,7.1,SE,28,WSW,WNW,6,4,78,47,1022.7,1018.2,2,3,15.5,21.4,No,Yes
23/07/14,Brisbane,3,m,9.4,22.8,2.4,3.6,9.8,E,20,SW,NE,7,6,76,54,1023.7,1020.3,1,3,14.5,19.8,Yes,No
24/07/14,Brisbane,3,m,11.2,23.3,0.2,3,9.5,E,19,SSW,NE,4,9,65,49,1023.2,1021.2,2,1,16.5,21.5,No,No
25/07/14,Brisbane,3,m,10.1,23.8,0,3.6,9.9,NE,22,WSW,NE,4,9,75,57,1027.1,1023.7,1,3,16.4,22.6,No,No
26/07/14,Brisbane,3,m,12.2,22.7,0,2.6,0.5,W,20,SW,NE,4,6,88,65,1027.6,1023.1,7,8,16.2,21.4,No,Yes
27/07/14,Brisbane,3,m,12,24.4,8,2.4,10.3,WSW,22,SW,WSW,6,6,80,32,1023.8,1020.7,1,1,17.4,23.6,Yes,No
28/07/14,Brisbane,3,m,9.4,23.7,0.2,3.4,9.8,W,22,SW,W,4,7,72,32,1024.4,1020.1,1,1,14.7,23.2,No,No
29/07/14,Brisbane,9,m,7.3,25.1,0,3.2,10.2,W,24,W,W,4,11,59,20,1023.1,1018.9,0,0,14.4,24.5,No,No
30/07/14,Brisbane,9,m,7.8,25.9,0,4.8,9.8,WNW,17,WSW,SSW,4,4,58,17,1023.2,1018.4,0,0,13.7,25.3,No,No
31/07/14,Brisbane,9,m,6.6,25.4,0,4,10.1,NNW,28,NA,NNE,0,11,56,46,1022,1015.7,0,1,14.3,23.3,No,No
01/08/14,Brisbane,9,m,10.6,28.5,0,3.4,10.2,WNW,28,NA,WNW,0,13,66,28,1016.4,1010.8,1,3,19.3,27.4,No,No
02/08/14,Brisbane,9,m,12.3,21.4,0,7.6,10.1,WSW,28,WSW,ESE,11,6,29,9,1023.3,1021.9,1,0,15,20.6,No,No
03/08/14,Brisbane,9,m,9.8,21.4,0,7,8.5,SE,28,SSW,SE,6,11,52,50,1029,1026.5,3,3,15.2,19.5,No,Yes
04/08/14,Brisbane,9,m,11.9,20.2,2,4,3.2,SSE,31,WSW,SE,6,13,82,47,1030.6,1029,7,7,15.7,19.1,Yes,No
12/08/14,Brisbane,1,m,11.4,22.1,0,4,9.3,ESE,30,S,ESE,4,13,60,52,1025.2,1022.9,1,6,17.8,19.7,No,No
13/08/14,Brisbane,1,m,12.1,22.6,0,5.6,9.2,E,28,SSW,ESE,7,15,59,48,1028.4,1026.3,2,3,16.6,19.8,No,No
14/08/14,Brisbane,1,m,10.8,21.6,0,3.4,5.5,ESE,30,SW,ESE,7,13,62,44,1030.5,1028,3,2,17.2,20.9,No,No
15/08/14,Brisbane,1,m,12,20.9,0,4,0.6,SE,30,WSW,ESE,4,13,73,57,1028.3,1024,7,7,15.8,19.6,No,Yes
16/08/14,Brisbane,1,m,13.6,17.4,4,2.2,0,NE,26,SE,ENE,2,6,95,92,1021,1015.9,8,8,15.3,17.1,Yes,Yes
17/08/14,Brisbane,1,m,14.8,22.5,51.6,2.2,7.8,W,37,W,W,7,13,64,25,1010.7,1007.2,6,0,17.4,22,Yes,No
